"","LENGTH","AGE","INDWT"
"14464","26","1",NA
"14465","82","9",NA
"14466","42","2",NA
"14467","46","3",NA
"14468","90","8",NA
"14469","48","3",NA
"14470","33","1",NA
"14471","28","1",NA
"14472","42","2",NA
"14473","25","1",NA
"14474","32","1",NA
"14475","30","1",NA
"14476","28","1",NA
"14477","28","1",NA
"14478","29","1",NA
"14479","99","12",NA
"14480","31","1",NA
"14481","44","3",NA
"14482","28","1",NA
"14483","101","13",NA
"14484","25","1",NA
"14485","24","1",NA
"14486","30","1",NA
"14487","40","2",NA
"14488","90","11",NA
"14489","91","12",NA
"14490","84","10",NA
"14491","91","7",NA
"14492","68","5",NA
"14493","95","13",NA
"14494","87","7",NA
"14495","30","1",NA
"14496","25","1",NA
"14497","25","1",NA
"14498","27","1",NA
"14499","28","1",NA
"14500","24","1",NA
"14501","29","1",NA
"14502","25","1",NA
"14503","25","1",NA
"14504","42","2",NA
"14505","31","1",NA
"14506","28","1",NA
"14507","25","1",NA
"14508","76","6",NA
"14509","79","7",NA
"14510","81","8",NA
"14511","89","8",NA
"14512","80","7",NA
"14513","90","8",NA
"14514","90","9",NA
"14515","83","8",NA
"14516","82","8",NA
"14517","98","17",NA
"14518","95","15",NA
"14519","80","7",NA
"14520","61","4",NA
"14521","82","7",NA
"14522","68","5",NA
"14523","9",NA,".005"
"14524","10",NA,".006"
"14525","10",NA,".006"
"14526","26",NA,".169"
"14527","52","5","1.318"
"14528","22",NA,".099"
"14529","28","1",NA
"14530","101","13",NA
"14531","52","4",NA
"14532","25","2",NA
"14533","35","2",NA
"14534","29","2",NA
"14535","50","3",NA
"14536","28","1",NA
"14537","25","1",NA
"14538","29","2",".267"
"14539","30","1",NA
"14540","28","1",NA
"14541","26","1",NA
"14542","29","2",".287"
"14543","20",NA,".089"
"14544","18",NA,".052"
"14545","38","2",".57"
"14546","66","6","3.19"
"14547","52","3","1.662"
"14548","36","2",NA
"14549","66","4","3.85"
"14550","64","5","3.33"
"14551","80","7","5.95"
"14552","49","3","1.266"
"14553","53","4","1.78"
"14554","50","3","1.32"
"14555","55","4","2.06"
"14556","49",NA,"1.42"
"14557","39","3",".69"
"14558","58","5","2.32"
"14559","46","3","1.212"
"14560","56","6","2.243"
"14561","60","5","3.27"
"14562","39","2",".602"
"14563","32","2",".378"
"14564","30","1",".307"
"14565","70","5","3.85"
"14566","18",NA,".064"
"14567","13",NA,".018"
"14568","21",NA,".098"
"14569","21",NA,".098"
"14570","24",NA,".144"
"14571","24",NA,".129"
"14572","17","0",NA
"14573","17","0",NA
"14574","16","0",NA
"14575","28","2",NA
"14576","27","3",NA
"14577","15","0",NA
"14578","15","0",NA
"14579","14","0",NA
"14580","17","0",NA
"14581","17","0",NA
"14582","82","10",NA
"14583","23",NA,".124"
"14584","26",NA,".158"
"14585","82","13",NA
"14586","88","9",NA
"14587","77","11",NA
"14588","93","9",NA
"14589","83","7",NA
"14590","75","6",NA
"14591","32",NA,".302"
"14592","22",NA,".113"
"14593","29","1",NA
"14594","27","1",NA
"14595","50","4","1.28"
"14596","55","4","1.836"
"14597","40","3",".693"
"14598","54","4","1.827"
"14599","47","3","1.17"
"14600","49","3","1.32"
"14601","44","3","1.11"
"14602","57","4","2.11"
"14603","25",NA,".145"
"14604","82","7",NA
"14605","70","7",NA
"14606","38","2",NA
"14607","97","14",NA
"14608","50","3",NA
"14609","38","2",NA
"14610","17","1",NA
"14611","18","1",NA
"14612","76","8",NA
"14613","50","3",NA
"14614","34","2",NA
"14615","82","8",NA
"14616","23","1",".133"
"14617","24","1",".15"
"14618","16",NA,".037"
"14619","24",NA,".142"
"14620","25",NA,".179"
"14621","24",NA,".14"
"14622","21",NA,".104"
"14623","22",NA,".126"
"14624","22","1",".109"
"14625","33","2",".376"
"14626","31","3",".303"
"14627","23","1",".132"
"14628","24","1",".16"
"14629","25","1",".194"
"14630","31","2",".391"
"14631","24","1",".133"
"14632","103","12","18.62"
"14633","26","1",".185"
"14634","25","1",".165"
"14635","26","1",".199"
"14636","23","1",".109"
"14637","27","2",".184"
"14638","25","1",".148"
"14639","24","1",".144"
"14640","28","2",".264"
"14641","27","2",".232"
"14642","29","2",".241"
"14643","35","3",".447"
"14644","40","3",".742"
"14645","30","2",".312"
"14646","39","3",".596"
"14647","37","3",".509"
"14648","32","2",".386"
"14649","44","3",".796"
"14650","41","3",".669"
"14651","90","11",NA
"14652","81","7",NA
"14653","77","5",NA
"14654","18","0",".061"
"14655","33","1",".414"
"14656","17","0",".053"
"14657","23","1",".117"
"14658","32","1",".396"
"14659","37","2",".528"
"14660","43","4",".9"
"14661","70","6","3.71"
"14662","63","5","2.57"
"14663","54","4","1.69"
"14664","41","2",".688"
"14665","34","2",".428"
"14666","47","3","1.104"
"14667","69","6","3.37"
"14668","85","8","6.05"
"14669","70","6","3.64"
"14670","59","5","2"
"14671","101","16",NA
"14672","79","7",NA
"14673","23","1",NA
"14674","29","1",NA
"14675","101","17",NA
"14676","16","1",".034"
"14677","26","1",".159"
"14678","29","1",".276"
"14679","33","2",".394"
"14680","46","3","1.098"
"14681","76","7","4.25"
"14682","59","5","2.43"
"14683","69","6","4.47"
"14684","30","1",".328"
"14685","30","1",".304"
"14686","28","1",".223"
"14687","43","3",NA
"14688","45","3",NA
"14689","50","3",NA
"14690","52","4",NA
"14691","55","5",NA
"14692","37","3",NA
"14693","43","3",NA
"14694","50","4",NA
"14695","56","4",NA
"14696","74","8",NA
"14697","86","8",NA
"14698","72","6",NA
"14699","67","5",NA
"14700","60","4",NA
"14701","109","17",NA
"14702","93","13",NA
"14703","86","7",NA
"14704","95","15",NA
"14705","69","5",NA
"14706","101","17",NA
"14707","60","4",NA
"14708","67","5",NA
"14709","76","5",NA
"14710","57","3",NA
"14711","59","4",NA
"14712","83","9",NA
"14713","71","5",NA
"14714","14","0",NA
"14715","64","4",NA
"14716","93","10",NA
"14717","75","5",NA
"14718","81","7",NA
"14719","91","11",NA
"14720","71","4",NA
"14721","92","14",NA
"14722","77","7",NA
"14723","34","2",NA
"14724","51","3",NA
"14725","59","4",NA
"14726","30","1",NA
"14727","66","4",NA
"14728","72","6",NA
"14729","75","6",NA
"14730","82","7",NA
"14731","95","9",NA
"14732","78","8",NA
"14733","57","6",NA
"14734","94","9",NA
"14735","86","7",NA
"14736","38","1",NA
"14737","22","1",NA
"14738","23","1",NA
"14739","25","1",NA
"14740","26","1",NA
"14741","27","1",NA
"14742","29","1",NA
"14743","20","0",NA
"14744","28","1",NA
"14745","30","1",NA
"14746","96","14",NA
"14747","32","1",NA
"14748","50","3",NA
"14749","64","4",NA
"14750","73","5",NA
"14751","76","6",NA
"14752","80","7",NA
"14753","85","7",NA
"14754","87","8",NA
"14755","90","13",NA
"14756","98","9",NA
"14757","28","2",NA
"14758","33","2",NA
"14759","88","7",NA
"14760","78","9",NA
"14761","75","9",NA
"14762","75","7",NA
"14763","30","1",NA
"14764","56","4",NA
"14765","64","5",NA
"14766","39","2",NA
"14767","31","2",NA
"14768","41","2",NA
"14769","43","3",NA
"14770","85","8",NA
"14771","98","11",NA
"14772","84","8",NA
"14773","32","2",NA
"14774","32","2",NA
"14775","66","5",NA
"14776","77","5",NA
"14777","95","9",NA
"14778","33","2",NA
"14779","37","2",NA
"14780","66","5",NA
"14781","77","8",NA
"14782","61","5",NA
"14783","40","2",NA
"14784","50","4",NA
"14785","60","5",NA
"14786","91","9",NA
"14787","22","1",NA
"14788","55","4",NA
"14789","63","5",NA
"14790","71","5",NA
"14791","76","5",NA
"14792","79","8",NA
"14793","83","7",NA
"14794","84","8",NA
"14795","89","8",NA
"14796","97","15",NA
"14797","77","6",NA
"14798","56","5",NA
"14799","55","4",NA
"14800","85","8",NA
"14801","63","5",NA
"14802","51","3",NA
"14803","53","4",NA
"14804","80","8",NA
"14805","89","7",NA
"14806","93","16",NA
"14807","97","11",NA
"14808","42","4",NA
"14809","43","4",NA
"14810","83","8",NA
"14811","95","10",NA
"14812","99","12",NA
"14813","18","0",NA
"14814","19","0",NA
"14815","20","0",NA
"14816","70","7",NA
"14817","75","6",NA
"14818","72","7",NA
"14819","82","8",NA
"14820","67","5",NA
"14821","67","5",NA
"14822","101","17",NA
"14823","22","1",NA
"14824","23","1",NA
"14825","103","16",NA
"14826","96","13",NA
"14827","70","5",NA
"14828","87","12",NA
"14829","88","8",NA
"14830","84","8",NA
"14831","45","4",NA
"14832","42","2",NA
"14833","91","10",NA
"14834","82","7",NA
"14835","99","10",NA
"14836","77","8",NA
"14837","71","6",NA
"14838","77","7",NA
"14839","64","4",NA
"14840","84","9",NA
"14841","37","3",NA
"14842","37","3",NA
"14843","24","1",NA
"14844","29","1",NA
"14845","30","1",NA
"14846","90","10",NA
"14847","51",NA,NA
"14848","82",NA,NA
"14849","83",NA,NA
"14850","85",NA,NA
"14851","91",NA,NA
"14852","35",NA,NA
"14853","36",NA,NA
"14854","37","2",NA
"14855","38",NA,NA
"14856","91",NA,NA
"14857","68",NA,NA
"14858","72",NA,NA
"14859","74",NA,NA
"14860","78",NA,NA
"14861","78",NA,NA
"14862","81",NA,NA
"14863","83",NA,NA
"14864","69","6",NA
"14865","87","8",NA
"14866","75","5",NA
"14867","73","6",NA
"14868","76","5",NA
"14869","76","5",NA
"14870","88",NA,NA
"14871","90",NA,NA
"14872","92",NA,NA
"14873","92",NA,NA
"14874","98",NA,NA
"14875","46",NA,NA
"14876","49",NA,NA
"14877","55",NA,NA
"14878","74",NA,NA
"14879","86",NA,NA
"14880","105",NA,NA
"14881","82",NA,NA
"14882","89",NA,NA
"14883","90",NA,NA
"14884","97",NA,NA
"14885","99",NA,NA
"14886","73",NA,NA
"14887","76",NA,NA
"14888","80",NA,NA
"14889","83",NA,NA
"14890","86",NA,NA
"14891","87",NA,NA
"14892","89",NA,NA
"14893","90",NA,NA
"14894","93",NA,NA
"14895","96",NA,NA
"14896","102",NA,NA
"14897","86",NA,NA
"14898","36",NA,NA
"14899","37",NA,NA
"14900","38",NA,NA
"14901","54",NA,NA
"14902","82","7",NA
"14903","86","8",NA
"14904","66","4",NA
"14905","61","4",NA
"14906","75","7",NA
"14907","61","4",NA
"14908","73","6",NA
"14909","34","1",NA
"14910","68","5",NA
"14911","93","12",NA
"14912","88","11",NA
"14913","93","16",NA
"14914","40","2",NA
"14915","44","2",NA
"14916","48","4",NA
"14917","49","3",NA
"14918","50","3",NA
"14919","51","3",NA
"14920","52","4",NA
"14921","54","3",NA
"14922","55","4",NA
"14923","85",NA,NA
"14924","86",NA,NA
"14925","96",NA,NA
"14926","41","2",NA
"14927","76","6",NA
"14928","76","6",NA
"14929","88","9",NA
"14930","81","7",NA
"14931","49","3",NA
"14932","78","6",NA
"14933","82","8",NA
"14934","37","3",NA
"14935","42","3",NA
"14936","77","8",NA
"14937","48","4",NA
"14938","50","4",NA
"14939","52","4",NA
"14940","55","4",NA
"14941","56","4",NA
"14942","57","5",NA
"14943","59","5",NA
"14944","60","5",NA
"14945","63","5",NA
"14946","70","7",NA
"14947","93","18",NA
"14948","22","1",NA
"14949","95","17",NA
"14950","87",NA,NA
"14951","84",NA,NA
"14952","77",NA,NA
"14953","83",NA,NA
"14954","95",NA,NA
"14955","70","5",NA
"14956","79","6",NA
"14957","26",NA,NA
"14958","29",NA,NA
"14959","74",NA,NA
"14960","52","3",NA
"14961","92","10",NA
"14962","92","8",NA
"14963","58","5",NA
"14964","21","1",NA
"14965","21","1",NA
"14966","29","2",NA
"14967","24","2",NA
"14968","33","3",NA
"14969","32","3",NA
"14970","22","1",NA
"14971","16","0",NA
"14972","16","0",NA
"14973","17","0",NA
"14974","76",NA,NA
"14975","41","2",NA
"14976","44","3",NA
"14977","46","3",NA
"14978","61","4",NA
"14979","32",NA,NA
"14980","75","7",NA
"14981","45","3",NA
"14982","54","4",NA
"14983","55","4",NA
"14984","57","4",NA
"14985","58","4",NA
"14986","62","4",NA
"14987","66","5",NA
"14988","25","2",NA
"14989","84","10",NA
"14990","27","2",NA
"14991","32","2",NA
"14992","34","2",NA
"14993","38","2",NA
"14994","42","3",NA
"14995","45","3",NA
"14996","35","2",NA
"14997","38","2",NA
"14998","40","2",NA
"14999","42","2",NA
"15000","48","3",NA
"15001","38",NA,NA
"15002","55",NA,NA
"15003","95",NA,NA
"15004","93",NA,NA
"15005","104",NA,NA
"15006","37","2",NA
"15007","83","9",NA
"15008","71","6",NA
"15009","77","7",NA
"15010","35","2",NA
"15011","49","3",NA
"15012","60","4",NA
"15013","70","5",NA
"15014","65","5",NA
"15015","79","7",NA
"15016","160","23",NA
"15017","41","3",NA
"15018","29","2",NA
"15019","30","2",NA
"15020","87","16",NA
"15021","29","2",NA
"15022","32","2",NA
"15023","33","2",NA
"15024","34","2",NA
"15025","36","2",NA
"15026","37","2",NA
"15027","42","3",NA
"15028","67","5",NA
"15029","82","8",NA
"15030","46","3",NA
"15031","88","10",NA
"15032","62","5",NA
"15033","90","8",NA
"15034","56","4",NA
"15035","72","6",NA
"15036","91","8",NA
"15037","95","13",NA
"15038","72","5",NA
"15039","97","10",NA
"15040","30","2",NA
"15041","85","10",NA
"15042","26","2",NA
"15043","28","2",NA
"15044","78","8",NA
"15045","64","5",NA
"15046","43","3",NA
"15047","34",NA,NA
"15048","70","6",NA
"15049","81","7",NA
"15050","95","13",NA
"15051","71","5",NA
"15052","25","2",NA
"15053","36","3",NA
"15054","74","6",NA
"15055","89","8",NA
"15056","91","14",NA
"15057","30","2",NA
"15058","31","2",NA
"15059","35","2",NA
"15060","59","4",NA
"15061","81",NA,NA
"15062","83","10",NA
"15063","83","10",NA
"15064","88","10",NA
"15065","81","8",NA
"15066","38","3",NA
"15067","81","9",NA
"15068","29","2",NA
"15069","34","2",NA
"15070","42","3",NA
"15071","78","7",NA
"15072","54","4",NA
"15073","57","5",NA
"15074","59","5",NA
"15075","62","5",NA
"15076","93","13",NA
"15077","86","11",NA
"15078","85","8",NA
"15079","38","3",NA
"15080","67","6",NA
"15081","71","6",NA
"15082","31","2",NA
"15083","71","6",NA
"15084","72","6",NA
"15085","37","3",NA
"15086","47","3",NA
"15087","85","11",NA
"15088","26","1",NA
"15089","28","1",NA
"15090","30","1",NA
"15091","33","1",NA
"15092","38","2",NA
"15093","42","2",NA
"15094","28","2",NA
"15095","44","4",NA
"15096","77","10",NA
"15097","52","4",NA
"15098","64","5",NA
"15099","45","3",NA
"15100","69","5",NA
"15101","85","8",NA
"15102","29","2",NA
"15103","72","7",NA
"15104","60","5",NA
"15105","52","4",NA
"15106","82","7",NA
"15107","57","5",NA
"15108","62","5",NA
"15109","52","4",NA
"15110","70","5",NA
"15111","69","6",NA
"15112","92","9",NA
"15113","68","6",NA
"15114","76","6",NA
"15115","98","15",NA
"15116","72","6",NA
"15117","66","5",NA
"15118","76","7",NA
"15119","29","1",NA
"15120","39","2",NA
"15121","43","2",NA
"15122","84","8",NA
"15123","23","1",NA
"15124","27","1",NA
"15125","85","8",NA
"15126","53","3",NA
"15127","76","7",NA
"15128","76","7",NA
"15129","15","0",NA
"15130","18","0",NA
"15131","65","6",NA
"15132","22","1",NA
"15133","30","2",NA
"15134","83","8",NA
"15135","66","5",NA
"15136","40","3",NA
"15137","58","5",NA
"15138","64","5",NA
"15139","81","8",NA
"15140","23","1",NA
"15141","82","7",NA
"15142","16","1",NA
"15143","18","1",NA
"15144","18","1",NA
"15145","80","5",NA
"15146","68","4",NA
"15147","82","9",NA
"15148","32","1",NA
"15149","43","3",NA
"15150","45","3",NA
"15151","51","3",NA
"15152","57","5",NA
"15153","68","5",NA
"15154","68","5",NA
"15155","94","17",NA
"15156","26","2",NA
"15157","57","4",NA
"15158","93","12",NA
"15159","80","8",NA
"15160","68","5",NA
"15161","77","6",NA
"15162","73","6",NA
"15163","68","6",NA
"15164","69","6",NA
"15165","87","11",NA
"15166","66","5",NA
"15167","27","1",NA
"15168","53","3",NA
"15169","33","2",NA
"15170","34","2",NA
"15171","37","3",NA
"15172","38","2",NA
"15173","39","2",NA
"15174","39","2",NA
"15175","41","3",NA
"15176","43","3",NA
"15177","45","3",NA
"15178","48","3",NA
"15179","50","3",NA
"15180","51","2",NA
"15181","52","3",NA
"15182","54","3",NA
"15183","92","9",NA
"15184","35","2",NA
"15185","58","4",NA
"15186","63","4",NA
"15187","50","3",NA
"15188","56","3",NA
"15189","59","4",NA
"15190","61","4",NA
"15191","62","4",NA
"15192","64","4",NA
"15193","71","5",NA
"15194","62","4",NA
"15195","84","7",NA
"15196","70","5",NA
"15197","70","5",NA
"15198","80","7",NA
"15199","64","4",NA
"15200","87","11",NA
"15201","81","6",NA
"15202","65","4",NA
"15203","40","2",NA
"15204","33","2",NA
"15205","41","3",NA
"15206","26","2",NA
"15207","32","2",NA
"15208","65","5",NA
"15209","86","9",NA
"15210","65","5",NA
"15211","85","12",NA
"15212","46","3",NA
"15213","66","5",NA
"15214","93","9",NA
"15215","85","8",NA
"15216","74","6",NA
"15217","60","5",NA
"15218","66","7",NA
"15219","72","6",NA
"15220","30","2",NA
"15221","74","7",NA
"15222","85","16",NA
"15223","50","3",NA
"15224","41","2",NA
"15225","41","4",NA
"15226","36","2",NA
"15227","38","2",NA
"15228","39","3",NA
"15229","43","3",NA
"15230","44","3",NA
"15231","47","3",NA
"15232","50","4",NA
"15233","52","4",NA
"15234","53","4",NA
"15235","54","4",NA
"15236","39","3",NA
"15237","44","4",NA
"15238","49","4",NA
"15239","17","1",NA
"15240","18","1",NA
"15241","30","2",NA
"15242","35","2",NA
"15243","37","2",NA
"15244","93","13",NA
"15245","86","13",NA
"15246","75","6",NA
"15247","87","10",NA
"15248","39","2",NA
"15249","86","12",NA
"15250","96","17",NA
"15251","27","1",NA
"15252","56","3",NA
"15253","51","3",NA
"15254","60","4",NA
"15255","64","4",NA
"15256","71","5",NA
"15257","68","5",NA
"15258","75","6",NA
"15259","87","10",NA
"15260","35","2",NA
"15261","37","2",NA
"15262","32","2",NA
"15263","92","9",NA
"15264","93","14",NA
"15265","62","5",NA
"15266","90","12",NA
"15267","78","6",NA
"15268","84","8",NA
"15269","83","8",NA
"15270","92",NA,NA
"15271","87","12",NA
"15272","47","4",NA
"15273","85","8",NA
"15274","89","20",NA
"15275","86","9",NA
"15276","94","11",NA
"15277","90","18",NA
"15278","78","7",NA
"15279","92","12",NA
"15280","82","11",NA
"15281","93","15",NA
"15282","91","19",NA
"15283","72","6",NA
"15284","72","6",NA
"15285","95","20",NA
"15286","67","5",NA
"15287","70","5",NA
"15288","74","5",NA
"15289","78","6",NA
"15290","82","7",NA
"15291","87","8",NA
"15292","98","12",NA
"15293","54","3",NA
"15294","59","4",NA
"15295","62","5",NA
"15296","63","5",NA
"15297","89","16",NA
"15298","98","18",NA
"15299","56","4",NA
"15300","48","3",NA
"15301","60","4",NA
"15302","78","6",NA
"15303","98","10",NA
"15304","89","11",NA
"15305","29","1",NA
"15306","85","11",NA
"15307","89","14",NA
"15308","92","13",NA
"15309","77","8",NA
"15310","98","14",NA
"15311","79","7",NA
"15312","41","4",NA
"15313","45","3",NA
"15314","48","3",NA
"15315","49","3",NA
"15316","50","4",NA
"15317","53","4",NA
"15318","56","4",NA
"15319","58","5",NA
"15320","59","6",NA
"15321","60","5",NA
"15322","61","5",NA
"15323","62","5",NA
"15324","64","6",NA
"15325","69","6",NA
"15326","73","7",NA
"15327","56","5",NA
"15328","93","14",NA
"15329","36","2",NA
"15330","37","3",NA
"15331","42","3",NA
"15332","44","2",NA
"15333","45","2",NA
"15334","48","3",NA
"15335","50","4",NA
"15336","52","4",NA
"15337","58","5",NA
"15338","71","5",NA
"15339","90","9",NA
"15340","62","5",NA
"15341","89","19",NA
"15342","69","5",NA
"15343","79","6",NA
"15344","76","5",NA
"15345","86","16",NA
"15346","92","10",NA
"15347","38","2",NA
"15348","87","7",NA
"15349","31","1",NA
"15350","27","1",NA
"15351","97","9",NA
"15352","88","10",NA
"15353","65","5",NA
"15354","52","3",NA
"15355","58","4",NA
"15356","63","4",NA
"15357","64","5",NA
"15358","75","5",NA
"15359","85","7",NA
"15360","60","5",NA
"15361","82","8",NA
"15362","23","1",NA
"15363","24","1",NA
"15364","26","1",NA
"15365","30","2",NA
"15366","67","5",NA
"15367","73","6",NA
"15368","37","3",NA
"15369","42","3",NA
"15370","58","4",NA
"15371","57","4",NA
"15372","87","6",NA
"15373","97","14",NA
"15374","38","3",NA
"15375","41","3",NA
"15376","48","4",NA
"15377","38","3",NA
"15378","50","4",NA
"15379","45","3",NA
"15380","76","6",NA
"15381","43","4",".783"
"15382","47","4","1.03"
"15383","32","2",".34"
"15384","40","3",".65"
"15385","45","3","1.09"
"15386","55","5","1.46"
"15387","53","4","1.21"
"15388","79","7","5.31"
"15389","83","8","4.85"
"15390","32","2",".339"
"15391","35","3",".391"
"15392","39","3",".628"
"15393","44","5",".819"
"15394","49","4","1.35"
"15395","69","6","3.9"
"15396","50","4","1.29"
"15397","16","1",".034"
"15398","19","2",".101"
"15399","28","2",".209"
"15400","16","1",".037"
"15401","22","1",".093"
"15402","52","4","1.88"
"15403","53","4","1.7"
"15404","20","0",".066"
"15405","20","0",".075"
"15406","20","0",".074"
"15407","21","0",".095"
"15408","21","0",".087"
"15409","21","1",".083"
"15410","76","7","4.63"
"15411","39","4",".538"
"15412","43","3",".702"
"15413","46","4",".91"
"15414","56","5","1.78"
"15415","49","5","1.08"
"15416","43","4",".858"
"15417","18","1",".049"
"15418","56","5","1.57"
"15419","66","6","3.13"
"15420","16","1",".028"
"15421","83","9",NA
"15422","64","6",NA
"15423","29",NA,".243"
"15424","34","3",".352"
"15425","42","2",".778"
"15426","32","2",".373"
"15427","33","1",".412"
"15428","40","2",".703"
"15429","43","3",".941"
"15430","47","3","1.154"
"15431","30","1",".283"
"15432","31","1",".294"
"15433","34","1",".414"
"15434","38","2",".63"
"15435","41","2",".785"
"15436","42","2",".862"
"15437","62","4","2.62"
"15438","37","2",".59"
"15439","48","3","1.09"
"15440","46","3",".83"
"15441","36","3",".48"
"15442","38","2",".62"
"15443","32","2",".312"
"15444","35","3",".429"
"15445","35","2",".427"
"15446","36","3",".473"
"15447","37","2",".506"
"15448","38","2",".52"
"15449","39","2",".576"
"15450","51","4","1.42"
"15451","54","4","1.7"
"15452","54","4","1.58"
"15453","59","5","2.41"
"15454","61","5","2.53"
"15455","66","5","3.14"
"15456","70","6","4.07"
"15457","71","6","4.39"
"15458","74","6","5.06"
"15459","74","6","4.55"
"15460","42","2",".768"
"15461","62","5","2.6"
"15462","63","5","2.75"
"15463","66","5","3.08"
"15464","69","6","4.33"
"15465","27","1",".205"
"15466","36","2",".477"
"15467","60","5","2.15"
"15468","49","3","1.364"
"15469","51","3","1.44"
"15470","53","3","1.912"
"15471","55","4","1.828"
"15472","55","4","1.92"
"15473","64","5","2.98"
"15474","69","6","3.58"
"15475","57","5","2.174"
"15476","57","5","2.19"
"15477","26","1",".193"
"15478","27","1",".225"
"15479","28","1",".281"
"15480","29","1",".279"
"15481","34","1",".526"
"15482","25","1",".178"
"15483","23","1",".138"
"15484","24","1",".125"
"15485","25","1",".159"
"15486","27","1",".216"
"15487","28","2",".214"
"15488","29","2",".242"
"15489","30","1",".257"
"15490","32","2",".339"
"15491","33","2",".355"
"15492","35","2",".47"
"15493","36","2",".532"
"15494","37","2",".536"
"15495","40","2",".745"
"15496","42","2",".816"
"15497","29","1",".274"
"15498","36","2",".489"
"15499","57","4","1.95"
"15500","55","4","1.95"
"15501","57","5","1.85"
"15502","59","4","2.27"
"15503","29","1",".294"
"15504","30","1",".317"
"15505","35","2",".466"
"15506","37","2",".574"
"15507","38","2",".675"
"15508","40","2",".759"
"15509","35","2",".572"
"15510","40","3",".92"
"15511","41","2",".866"
"15512","42","3","1.016"
"15513","42","3",".922"
"15514","44","3","1.124"
"15515","45","3","1.208"
"15516","46","3","1.23"
"15517","47","3","1.344"
"15518","48","3","1.354"
"15519","52","4","1.594"
"15520","52","4","1.82"
"15521","53","5","1.666"
"15522","54","4","1.93"
"15523","56","4","2.09"
"15524","58","4","2.36"
"15525","61","4","2.97"
"15526","66","5","3.37"
"15527","68","5","3.6"
"15528","70","5","4.18"
"15529","47","3","1.1"
"15530","49","3","1.44"
"15531","54","5","1.73"
"15532","55","4","1.86"
"15533","59","4","2.29"
"15534","66","5","3.72"
"15535","39","3",".632"
"15536","58","5","2.15"
"15537","65","5","3.02"
"15538","28","2",".213"
"15539","29","2",".245"
"15540","53","4","1.75"
"15541","53","4","1.86"
"15542","60",NA,"2.63"
"15543","74",NA,"5.39"
"15544","79",NA,"5.63"
"15545","18","0",".063"
"15546","19","0",".075"
"15547","27","1",".222"
"15548","34","2",".562"
"15549","19","0",".071"
"15550","27","1",".175"
"15551","18","1",".059"
"15552","29","2",".281"
"15553","56","4","2.09"
"15554","76","6","5.02"
"15555","43","3",".934"
"15556","27","2",".243"
"15557","47","3","1.329"
"15558","38","3",".65"
"15559","41","3",".77"
"15560","55","5","1.717"
"15561","33","2",".377"
"15562","33","2",".386"
"15563","41",NA,".674"
"15564","57",NA,"1.708"
"15565","28",NA,".224"
"15566","20","1",".077"
"15567","22","2",".104"
"15568","18","1",".055"
"15569","21","1",".079"
"15570","19","1",".068"
"15571","20","1",".071"
"15572","21","2",".083"
"15573","21","1",".084"
"15574","22","1",".088"
"15575","24","2",".133"
"15576","24","2",".137"
"15577","17","1",".042"
"15578","21","1",".086"
"15579","15","1",".026"
"15580","15","1",".026"
"15581","16","1",".029"
"15582","16","1",".033"
"15583","16","1",".031"
"15584","17","1",".041"
"15585","15","1",".032"
"15586","17","1",".044"
"15587","18","1",".048"
"15588","22","1",".1"
"15589","61","6","2.36"
"15590","22","1",".1"
"15591","31","2",".289"
"15592","68","6","3.6"
"15593","75","7","4.36"
"15594","82","8","5.88"
"15595","32","3",".333"
"15596","33","3",".416"
"15597","34","3",".432"
"15598","34","3",".4"
"15599","36","3",".499"
"15600","37","3",".516"
"15601","38","3",".591"
"15602","40","3",".664"
"15603","41","4",".789"
"15604","41","3",".715"
"15605","42","4",".835"
"15606","43","3",".847"
"15607","43","3",".868"
"15608","46","4","1.018"
"15609","46","4","1.06"
"15610","47","4","1.184"
"15611","49","4","1.312"
"15612","49","5","1.382"
"15613","52","4","1.56"
"15614","41","3",".775"
"15615","44","3",".967"
"15616","62","6","2.89"
"15617","65","6","2.54"
"15618","70","6","3.95"
"15619","73","6","3.96"
"15620","76","7","4.55"
"15621","77","7","5.12"
"15622","81","9","6.28"
"15623","88","9","8.29"
"15624","37","3",".517"
"15625","71","6","3.35"
"15626","15","1",".023"
"15627","16","1",".032"
"15628","17","1",".044"
"15629","28","2",".243"
"15630","66","6","3.02"
"15631","75","6","4.82"
"15632","80","7","5.14"
"15633","48","4","1.182"
"15634","63","6","3.04"
"15635","76","7","4.83"
"15636","16","1",".036"
"15637","17","1",".042"
"15638","27","2",".191"
"15639","15","1",".032"
"15640","16","1",".035"
"15641","17","1",".043"
"15642","15","1",".031"
"15643","15","1",".03"
"15644","16","1",".035"
"15645","16","1",".034"
"15646","16","1",".038"
"15647","16","1",".03"
"15648","18","1",".049"
"15649","54","4","1.81"
"15650","16","1",".036"
"15651","18","1",".049"
"15652","19","1",".063"
"15653","18","1",".055"
"15654","16","1",".034"
"15655","17","1",".04"
"15656","14","1",".02"
"15657","17","1",".034"
"15658","18","1",".051"
"15659","19","1",".06"
"15660","19","1",".059"
"15661","20","2",".062"
"15662","20","1",".062"
"15663","16","1",".037"
"15664","17","1",".04"
"15665","32","2",".325"
"15666","35","3",".433"
"15667","36","3",".475"
"15668","66","6","3.06"
"15669","67","6","3.23"
"15670","72","6","3.86"
"15671","16","1",".039"
"15672","15","1",".031"
"15673","16","1",".032"
"15674","16","1",".033"
