"","LENGTH","AGE","INDWT"
"26326","66","5",NA
"26327","40","3",NA
"26328","77","6",NA
"26329","33","2",NA
"26330","66","5",NA
"26331","64","5",NA
"26332","67","5",NA
"26333","75","6",NA
"26334","34","2",NA
"26335","70","5",NA
"26336","32","2",NA
"26337","64","5",NA
"26338","68","5",NA
"26339","29","2",NA
"26340","55","4",NA
"26341","71","5",NA
"26342","68","5",NA
"26343","37","3",NA
"26344","40","3",NA
"26345","84","6",NA
"26346","75","5",NA
"26347","63","4",NA
"26348","79","6",NA
"26349","54","4",NA
"26350","73","6",NA
"26351","69","5",NA
"26352","41","3",NA
"26353","52","4",NA
"26354","39","3",NA
"26355","60","4",NA
"26356","40","3",NA
"26357","74","5",NA
"26358","24","2",NA
"26359","37","3",NA
"26360","43","3",NA
"26361","33","2",NA
"26362","59","4",NA
"26363","61","5",NA
"26364","19","1",NA
"26365","20","1",NA
"26366","25","2",NA
"26367","28","2",NA
"26368","22","1",NA
"26369","26","2",NA
"26370","27","2",NA
"26371","29","2",NA
"26372","35","3",NA
"26373","37","3",NA
"26374","40","3",NA
"26375","43","3",NA
"26376","43","3",NA
"26377","24","1",NA
"26378","28","2",NA
"26379","29","2",NA
"26380","30","2",NA
"26381","24","1",NA
"26382","35","3",NA
"26383","31","2",NA
"26384","38","3",NA
"26385","54","34",NA
"26386","26","2",NA
"26387","57","4",NA
"26388","28","2",NA
"26389","25","2",NA
"26390","44","3",NA
"26391","65","4",NA
"26392","54","3",NA
"26393","38","2",NA
"26394","51","3",NA
"26395","54","4",NA
"26396","56","4",NA
"26397","57","3",NA
"26398","60","4",NA
"26399","38","2",NA
"26400","41","3",NA
"26401","66","5",NA
"26402","30","1",NA
"26403","36","2",NA
"26404","38","2",NA
"26405","25","1",NA
"26406","31","1",NA
"26407","40","3",NA
"26408","40","2",NA
"26409","20","1",NA
"26410","31","2",NA
"26411","27","2",NA
"26412","28","2",NA
"26413","42","3",NA
"26414","38","3",NA
"26415","45","3",NA
"26416","46","3",NA
"26417","41","3",NA
"26418","41","3",NA
"26419","42","3",NA
"26420","44","3",NA
"26421","44","3",NA
"26422","77","6",NA
"26423","37","3",NA
"26424","57","4",NA
"26425","31","3",NA
"26426","36","3",NA
"26427","29","2",NA
"26428","28","2",NA
"26429","49","3",NA
"26430","44","3",NA
"26431","35","2",NA
"26432","33","2",NA
"26433","31","2",NA
"26434","30","2",NA
"26435","30","2",NA
"26436","32","2",NA
"26437","30","2",NA
"26438","35","2",NA
"26439","28","2",NA
"26440","32","2",NA
"26441","29","2",NA
"26442","31","2",NA
"26443","31","2",NA
"26444","30","2",NA
"26445","31","2",NA
"26446","31","2",NA
"26447","32","2",NA
"26448","34","2",NA
"26449","30","2",NA
"26450","36","2",NA
"26451","44","3",NA
"26452","32","2",NA
"26453","31","2",NA
"26454","30","2",NA
"26455","31","2",NA
"26456","33","2",NA
"26457","39","3",NA
"26458","32","2",NA
"26459","32","2",NA
"26460","33","2",NA
"26461","34","3",NA
"26462","31","2",NA
"26463","34","2",NA
"26464","35","3",NA
"26465","31","2",NA
"26466","31","2",NA
"26467","30","2",NA
"26468","42","3",NA
"26469","40","3",NA
"26470","43","3",NA
"26471","36","3",NA
"26472","34","2",NA
"26473","31","2",NA
"26474","34","3",NA
"26475","29","2",NA
"26476","39","3",NA
"26477","38","3",NA
"26478","48","3",NA
"26479","24","2",NA
"26480","33","2",NA
"26481","33","2",NA
"26482","34","2",NA
"26483","35","3",NA
"26484","37","3",NA
"26485","38","3",NA
"26486","30","2",NA
"26487","43","3",NA
"26488","73","5",NA
"26489","54","4",NA
"26490","31","2",NA
"26491","33","2",NA
"26492","35","3",NA
"26493","32","2",NA
"26494","34","3",NA
"26495","34","3",NA
"26496","30","2",NA
"26497","33","2",NA
"26498","30","2",NA
"26499","30","2",NA
"26500","79","6",NA
"26501","32","2",NA
"26502","62","4",NA
"26503","70","5",NA
"26504","58","4",NA
"26505","66","5",NA
"26506","52","4",NA
"26507","58","4",NA
"26508","73","5",NA
"26509","40","3",NA
"26510","36","3",NA
"26511","76","6",NA
"26512","74","5",NA
"26513","60","5",NA
"26514","62","4",NA
"26515","37","3",NA
"26516","48","3",NA
"26517","73","5",NA
"26518","73","5",NA
"26519","77","5",NA
"26520","33","2",NA
"26521","63","4",NA
"26522","58","4",NA
"26523","74","5",NA
"26524","80","6",NA
"26525","26","2",NA
"26526","28","2",NA
"26527","31","2",NA
"26528","32","2",NA
"26529","32","2",NA
"26530","34","2",NA
"26531","35","2",NA
"26532","38","3",NA
"26533","35","2",NA
"26534","33","2",NA
"26535","28","2",NA
"26536","27","2",NA
"26537","48","3",NA
"26538","41","3",NA
"26539","33","2",NA
"26540","33","2",NA
"26541","31","2",NA
"26542","33","2",NA
"26543","31","2",NA
"26544","29","2",NA
"26545","33","2",NA
"26546","31","2",NA
"26547","33","2",NA
"26548","31","2",NA
"26549","31","2",NA
"26550","30","2",NA
"26551","38","3",NA
"26552","32","2",NA
"26553","36","3",NA
"26554","30","2",NA
"26555","31","2",NA
"26556","32","2",NA
"26557","36","3",NA
"26558","38","3",NA
"26559","28","2",NA
"26560","34","2",NA
"26561","30","2",NA
"26562","31","2",NA
"26563","33","2",NA
"26564","31","2",NA
"26565","34","3",NA
"26566","31","3",NA
"26567","35","3",NA
"26568","31","2",NA
"26569","21","2",NA
"26570","47","3",NA
"26571","48","3",NA
"26572","17","1",NA
"26573","19","1",NA
"26574","20","1",NA
"26575","15","1",NA
"26576","11","1",NA
"26577","32","2",NA
"26578","28","2",NA
"26579","21","1",NA
"26580","13","1",NA
"26581","42","3",NA
"26582","46","3",NA
"26583","42","3",NA
"26584","50","4",NA
"26585","48","3",NA
"26586","53","4",NA
"26587","45","3",NA
"26588","53","4",NA
"26589","29","1",NA
"26590","10","0",NA
"26591","19","0",NA
"26592","19","0",NA
"26593","20","0",NA
"26594","22","0",NA
"26595","19","0",NA
"26596","19","0",NA
"26597","18","0",NA
"26598","20","0",NA
"26599","20","0",NA
"26600","28","2",NA
"26601","29","2",NA
"26602","32","2",NA
"26603","32","2",NA
"26604","31","2",NA
"26605","31","2",NA
"26606","27","2",NA
"26607","30","2",NA
"26608","30","2",NA
"26609","36","3",NA
"26610","32","3",NA
"26611","30","2",NA
"26612","20","1",NA
"26613","31","2",NA
"26614","31","2",NA
"26615","31","2",NA
"26616","30","2",NA
"26617","30","2",NA
"26618","33","2",NA
"26619","32","3",NA
"26620","33","3",NA
"26621","35","3",NA
"26622","33","2",NA
"26623","39","3",NA
"26624","33","2",NA
"26625","31","2",NA
"26626","35","3",NA
"26627","32","2",NA
"26628","39","3",NA
"26629","32","2",NA
"26630","39","3",NA
"26631","71","5",NA
"26632","37","3",NA
"26633","37","3",NA
"26634","30","2",NA
"26635","32","2",NA
"26636","42","3",NA
"26637","39","3",NA
"26638","35","3",NA
"26639","27","2",NA
"26640","31","2",NA
"26641","28","2",NA
"26642","36","3",NA
"26643","26","2",NA
"26644","28","2",NA
"26645","34","2",NA
"26646","25","2",NA
"26647","27","2",NA
"26648","31","2",NA
"26649","35","2",NA
"26650","41","3",NA
"26651","38","3",NA
"26652","37","3",NA
"26653","32","3",NA
"26654","49","4",NA
"26655","28","2",NA
"26656","46","4",NA
"26657","42","3",NA
"26658","30","2",NA
"26659","34","3",NA
"26660","28","2",NA
"26661","29","2",NA
"26662","32","2",NA
"26663","36","3",NA
"26664","34","3",NA
"26665","38","3",NA
"26666","29","2",NA
"26667","30","2",NA
"26668","37","3",NA
"26669","29","2",NA
"26670","33","2",NA
"26671","30","2",NA
"26672","35","3",NA
"26673","41","3",NA
"26674","49","4",NA
"26675","51","3",NA
"26676","58","4",NA
"26677","45","3",NA
"26678","36","3",NA
"26679","20","1",NA
"26680","33","2",NA
"26681","38","3",NA
"26682","28","2",NA
"26683","28","2",NA
"26684","41","3",NA
"26685","49","4",NA
"26686","47","3",NA
"26687","44","3",NA
"26688","73","6",NA
"26689","81","6",NA
"26690","46","3",NA
"26691","53","4",NA
"26692","46","4",NA
"26693","38","3",NA
"26694","56","4",NA
"26695","26","3",NA
"26696","34","2",NA
"26697","56","4",NA
"26698","58","4",NA
"26699","63","4",NA
"26700","45","3",NA
"26701","44","3",NA
"26702","54","4",NA
"26703","50","4",NA
"26704","37","3",NA
"26705","41","3",NA
"26706","39","3",NA
"26707","27","2",NA
"26708","50","3",NA
"26709","49","3",NA
"26710","42","3",NA
"26711","43","3",NA
"26712","38","3",NA
"26713","77","6",NA
"26714","65","4",NA
"26715","60","4",NA
"26716","76","6",NA
"26717","65","5",NA
"26718","61","4",NA
"26719","51","3",NA
"26720","43","3",NA
"26721","43","3",NA
"26722","42","3",NA
"26723","44","3",NA
"26724","45","3",NA
"26725","36","3",NA
"26726","35","3",NA
"26727","60","4",NA
"26728","59","4",NA
"26729","39","3",NA
"26730","41","3",NA
"26731","39","3",NA
"26732","36","3",NA
"26733","34","3",NA
"26734","39","3",NA
"26735","32","2",NA
"26736","35","2",NA
"26737","37","3",NA
"26738","33","3",NA
"26739","32","2",NA
"26740","29","2",NA
"26741","26","2",NA
"26742","37","3",NA
"26743","34","2",NA
"26744","54","4",NA
"26745","37","3",NA
"26746","31","2",NA
"26747","32","2",NA
"26748","36","2",NA
"26749","38","3",NA
"26750","33","2",NA
"26751","31","2",NA
"26752","36","3",NA
"26753","36","3",NA
"26754","33","3",NA
"26755","39","3",NA
"26756","55","4",NA
"26757","55","4",NA
"26758","32","2",NA
"26759","77","5",NA
"26760","96","8",NA
"26761","58","4",NA
"26762","48","3",NA
"26763","14","1",NA
"26764","74","6",NA
"26765","78","6",NA
"26766","79","6",NA
"26767","65","5",NA
"26768","36","3",NA
"26769","36","3",NA
"26770","70","5",NA
"26771","49","4",NA
"26772","41","3",NA
"26773","89","6",NA
"26774","58","4",NA
"26775","53","4",NA
"26776","48","4",NA
"26777","80","6",NA
"26778","56","4",NA
"26779","51","4",NA
"26780","36","3",NA
"26781","64","5",NA
"26782","43","3",NA
"26783","69","5",NA
"26784","49","3",NA
"26785","52","4",NA
"26786","47","3",NA
"26787","44","3",NA
"26788","63","4",NA
"26789","30","2",NA
"26790","43","3",NA
"26791","51","4",NA
"26792","52","4",NA
"26793","72","5",NA
"26794","92","7",NA
"26795","74","5",NA
"26796","30","2",NA
"26797","37","3",NA
"26798","46","3",NA
"26799","47","3",NA
"26800","60","4",NA
"26801","61","4",NA
"26802","64","5",NA
"26803","37","3",NA
"26804","34","2",NA
"26805","36","3",NA
"26806","38","3",NA
"26807","35","3",NA
"26808","41","3",NA
"26809","30","2",NA
"26810","33","2",NA
"26811","32","2",NA
"26812","38","3",NA
"26813","49","3",NA
"26814","30","2",NA
"26815","30","2",NA
"26816","31","2",NA
"26817","34","3",NA
"26818","36","3",NA
"26819","33","3",NA
"26820","33","2",NA
"26821","33","3",NA
"26822","31","2",NA
"26823","31","2",NA
"26824","33","2",NA
"26825","33","2",NA
"26826","32","1",NA
"26827","30","1",NA
"26828","31","1",NA
"26829","27","1",NA
"26830","26","1",NA
"26831","33","2",NA
"26832","28","2",NA
"26833","25","1",NA
"26834","29","1",NA
"26835","28","1",NA
"26836","26","1",NA
"26837","27","1",NA
"26838","27","1",NA
"26839","42","2",NA
"26840","29","2",NA
"26841","40","3",NA
"26842","43","3",NA
"26843","67","4",NA
"26844","103","10",NA
"26845","60","4",NA
"26846","43","3",NA
"26847","25","1",NA
"26848","26","1",NA
"26849","28","1",NA
"26850","28","1",NA
"26851","24","1",NA
"26852","26","1",NA
"26853","26","1",NA
"26854","24","1",NA
"26855","24","1",NA
"26856","26","1",NA
"26857","45","3",NA
"26858","35","2",NA
"26859","46","3",NA
"26860","43","2",NA
"26861","39","3",NA
"26862","56","3",NA
"26863","27","1",NA
"26864","26","1",NA
"26865","28","1",NA
"26866","65","4",NA
"26867","47","3",NA
"26868","39","2",NA
"26869","44","2",NA
"26870","43","2",NA
"26871","40","2",NA
"26872","39","2",NA
"26873","46","3",NA
"26874","39","3",NA
"26875","26","1",NA
"26876","50","3",NA
"26877","27","1",NA
"26878","28","1",NA
"26879","25","1",NA
"26880","26","1",NA
"26881","29","1",NA
"26882","69","4",NA
"26883","55","3",NA
"26884","57","4",NA
"26885","51","4",NA
"26886","45","3",NA
"26887","25","1",NA
"26888","27","1",NA
"26889","38","2",NA
"26890","32","1",NA
"26891","38","2",NA
"26892","39","2",NA
"26893","42","2",NA
"26894","43","3",NA
"26895","27","1",NA
"26896","47","3",NA
"26897","43","3",NA
"26898","43","3",NA
"26899","41","3",NA
"26900","38","2",NA
"26901","37","2",NA
"26902","37","2",NA
"26903","31","2",NA
"26904","38","2",NA
"26905","32","2",NA
"26906","39","2",NA
"26907","40","2",NA
"26908","45","3",NA
"26909","45","3",NA
"26910","45","3",NA
"26911","43","3",NA
"26912","39","3",NA
"26913","32","2",NA
"26914","32","2",NA
"26915","28","2",NA
"26916","56","4",NA
"26917","34","3",NA
"26918","36","3",NA
"26919","33","2",NA
"26920","36","3",NA
"26921","36","3",NA
"26922","30","2",NA
"26923","64","5",NA
"26924","57","5",NA
"26925","42","3",NA
"26926","54","4",NA
"26927","34","3",NA
"26928","55","4",NA
"26929","33","2",NA
"26930","55","4",NA
"26931","82","6",NA
"26932","38","3",NA
"26933","42","3",NA
"26934","32","2",NA
"26935","29","2",NA
"26936","59","5",NA
"26937","51","3",NA
"26938","54","4",NA
"26939","38","2",NA
"26940","56","4",NA
"26941","40","2",NA
"26942","41","2",NA
"26943","26","1",NA
"26944","31","1",NA
"26945","28","1",NA
"26946","42","2",NA
"26947","29","1",NA
"26948","29","1",NA
"26949","42","2",NA
"26950","31","1",NA
"26951","23","1",NA
"26952","23","1",NA
"26953","23","1",NA
"26954","28","1",NA
"26955","27","1",NA
"26956","27","1",NA
"26957","26","1",NA
"26958","33","2",NA
"26959","24","1",NA
"26960","49","3",NA
"26961","41","2",NA
"26962","41","2",NA
"26963","47","3",NA
"26964","43","2",NA
"26965","40","2",NA
"26966","47","2",NA
"26967","43","2",NA
"26968","41","3",NA
"26969","30","1",NA
"26970","32","1",NA
"26971","38","2",NA
"26972","28","1",NA
"26973","31","1",NA
"26974","27","1",NA
"26975","41","2",NA
"26976","27","1",NA
"26977","26","1",NA
"26978","29","1",NA
"26979","31","2",NA
"26980","28","2",NA
"26981","34","2",NA
"26982","30","1",NA
"26983","29","1",NA
"26984","32","2",NA
"26985","41","2",NA
"26986","41","2",NA
"26987","42","2",NA
"26988","29","1",NA
"26989","55","4",NA
"26990","43","3",NA
"26991","72","5",NA
"26992","44","3",NA
"26993","60","3",NA
"26994","36","2",NA
"26995","49","3",NA
"26996","49","3",NA
"26997","37","2",NA
"26998","43","2",NA
"26999","59","4",NA
"27000","43","3",NA
"27001","36","2",NA
"27002","27","1",NA
"27003","46","3",NA
"27004","56","4",NA
"27005","35","2",NA
"27006","34","2",NA
"27007","44","3",NA
"27008","45","3",NA
"27009","59","4",NA
"27010","35","2",NA
"27011","41","2",NA
"27012","39","2",NA
"27013","28","1",NA
"27014","42","3",NA
"27015","23","1",NA
"27016","28","1",NA
"27017","27","1",NA
"27018","25","1",NA
"27019","26","1",NA
"27020","22","1",NA
"27021","26","1",NA
"27022","30","2",NA
"27023","31","2",NA
"27024","29","1",NA
"27025","29","1",NA
"27026","21","1",NA
"27027","32","2",NA
"27028","28","1",NA
"27029","29","1",NA
"27030","28","1",NA
"27031","25","1",NA
"27032","30","2",NA
"27033","30","2",NA
"27034","29","1",NA
"27035","25","1",NA
"27036","24","1",NA
"27037","23","1",NA
"27038","26","1",NA
"27039","26","1",NA
"27040","50","3",NA
"27041","83","6",NA
"27042","28","1",NA
"27043","30","1",NA
"27044","29","1",NA
"27045","27","1",NA
"27046","31","1",NA
"27047","26","1",NA
"27048","40","3",".448"
"27049","54","4","1.14"
"27050","27","2",".119"
"27051","23","2",".071"
"27052","30","2",".144"
"27053","28","2",".157"
"27054","25","2",".089"
"27055","27","2",".128"
"27056","21","2",".058"
"27057","21","1",".063"
"27058","27","2",".126"
"27059","24","2",".083"
"27060","27","2",".129"
"27061","25","2",".103"
"27062","26","1",NA
"27063","27","1",NA
"27064","29","1",NA
"27065","23","1",NA
"27066","29","1",NA
"27067","28","1",NA
"27068","40","2",NA
"27069","59","4",NA
"27070","53","3",NA
"27071","59","4",NA
"27072","42","3",NA
"27073","38","2",NA
"27074","51","3",NA
"27075","36","2",NA
"27076","55","4",NA
"27077","49","3",NA
"27078","35","2",NA
"27079","44","3",NA
"27080","59","4",NA
"27081","64","4",NA
"27082","67","4",NA
"27083","86","6",NA
"27084","80","6",NA
"27085","76","5",NA
"27086","136","10",NA
"27087","76","5",NA
"27088","61","4",NA
"27089","81","5",NA
"27090","70","5",NA
"27091","67","4",NA
"27092","66","4",NA
"27093","67","4",NA
"27094","44","3",NA
"27095","60","4",NA
"27096","39","2",NA
"27097","38","2",NA
"27098","65","4",NA
"27099","49","3",NA
"27100","46","3",NA
"27101","71","4",NA
"27102","72","5",NA
"27103","57","4",NA
"27104","49","4",NA
"27105","43","3",NA
"27106","38","2",NA
"27107","63","4",NA
"27108","66","4",NA
"27109","26","1",NA
"27110","66","5",NA
"27111","33","2",NA
"27112","23","1",NA
"27113","40","2",NA
"27114","41","2",NA
"27115","41","2",NA
"27116","41","2",NA
"27117","47","3",NA
"27118","43","2",NA
"27119","67","4",NA
"27120","62","4",NA
"27121","63","4",NA
"27122","55","3",NA
"27123","62","4",NA
"27124","37","2",NA
"27125","41","2",NA
"27126","25","1",NA
"27127","28","1",NA
"27128","48","3",NA
"27129","41","2",NA
"27130","71","4",NA
"27131","90","6",NA
"27132","36","2",NA
"27133","38","2",NA
"27134","40","2",NA
"27135","44","3",NA
"27136","45","3",NA
"27137","46","3",NA
"27138","53","4",NA
"27139","42","3",NA
"27140","49","3",NA
"27141","55","3",NA
"27142","65","4",NA
"27143","67","4",NA
"27144","70","4",NA
"27145","69","4",NA
"27146","73","5",NA
"27147","31","2",NA
"27148","34","2",NA
"27149","36","2",NA
"27150","38","2",NA
"27151","30","2",NA
"27152","39","2",NA
"27153","40","2",NA
"27154","41","2",NA
"27155","42","2",NA
"27156","42","2",NA
"27157","49","3",NA
"27158","8","0",NA
"27159","32","2",NA
"27160","33","2",NA
"27161","36","2",NA
"27162","33","2",NA
"27163","18","0",NA
"27164","36","2",NA
"27165","39","2",NA
"27166","42","2",NA
"27167","43","2",NA
"27168","46","3",NA
"27169","48","3",NA
"27170","49","3",NA
"27171","54","3",NA
"27172","64","4",NA
"27173","66","4",NA
"27174","40","2",NA
"27175","42","2",NA
"27176","42","2",NA
"27177","50","3",NA
"27178","51","3",NA
"27179","30","2",".2"
"27180","25","1",".101"
"27181","24","1",".098"
"27182","23","1",".073"
"27183","32","2",".22"
"27184","34","1",".26"
"27185","37","2",".31"
"27186","32","2",".24"
"27187","34","1",".27"
"27188","39","2",".43"
"27189","47","3",".78"
"27190","32","2",".24"
"27191","40","2",".46"
"27192","37","2",".38"
"27193","43","3",".6"
"27194","40","2",".47"
"27195","46","3",".85"
"27196","35","2",".338"
"27197","53","3","1.166"
"27198","45","3",".713"
"27199","37","2",".327"
"27200","65","4","2.64"
"27201","51","3","1.254"
"27202","37","2",".3"
"27203","54","3","1.46"
"27204","49","3","1.02"
"27205","42","2",".57"
"27206","5","0",NA
"27207","5","0",NA
"27208","3","0",NA
"27209","4","0",NA
"27210","4","0",NA
"27211","8","0",NA
"27212","8","0",NA
"27213","5","0",NA
"27214","6","0",NA
"27215","4","0",NA
"27216","6","0",NA
"27217","6","0",NA
"27218","5","0",NA
"27219","6","0",NA
"27220","7","0",NA
"27221","3","0",NA
"27222","3","0",NA
"27223","6","0",NA
"27224","6","0",NA
"27225","6","0",NA
"27226","35","2",".313"
"27227","18","0",".044"
"27228","37","2",".451"
"27229","28","1",".179"
"27230","44","3",".627"
"27231","34","2",".33"
"27232","37","2",".364"
"27233","41","2",".494"
"27234","56","4","1.72"
"27235","67","4","2.43"
"27236","43","3",".62"
"27237","36","2",".355"
"27238","44","3",".69"
"27239","35","2",".28"
"27240","36","2",".37"
"27241","42","3",".8"
"27242","49","3","1.08"
"27243","47","3","1.03"
"27244","52","3","1.39"
"27245","50","3","1.16"
"27246","60","4","1.91"
"27247","64","4","2.09"
"27248","56","3","1.29"
"27249","47","3",".83"
"27250","16","0",".028"
"27251","13","0",NA
"27252","18","0",".03"
"27253","36","2",".318"
"27254","48","3","1.05"
"27255","46","3",".64"
"27256","39","2",".447"
"27257","32","2",".229"
"27258","11","0",NA
"27259","25","1",".116"
"27260","7","0",NA
"27261","6","0",NA
"27262","9","0",NA
"27263","39","2",".452"
"27264","45","3",".777"
"27265","37","2",".389"
"27266","49","3",".98"
"27267","33","2",NA
"27268","43","3",".601"
"27269","38","2",".402"
"27270","27","1",".138"
"27271","20","0",".052"
"27272","45",NA,".76"
"27273","36",NA,".42"
"27274","46",NA,".68"
"27275","33","2",".27"
"27276","48",NA,".77"
"27277","28","2",".152"
"27278","23","1",".091"
"27279","22","1",".094"
"27280","47","3",".86"
"27281","52","3","1.23"
"27282","32","2",".204"
"27283","34","2",".26"
"27284","50","3","1.094"
"27285","62","4","1.848"
"27286","67","4","2.64"
"27287","43","3",".546"
"27288","49","3",".952"
"27289","50","3","1.162"
"27290","53","3","1.256"
"27291","52","3","1.15"
"27292","46","3",".748"
"27293","68","4","2.82"
"27294","42","2",".65"
"27295","35","2",".34"
"27296","57","4","1.54"
"27297","38","2",".35"
"27298","46","3",".72"
"27299","53","3","1.31"
"27300","52","3","1.13"
"27301","79","5","4.11"
"27302","70","4","2.99"
"27303","60","4","1.58"
"27304","54","3","1.18"
"27305","50","3",".97"
"27306","53","3",".98"
"27307","77","5","3.74"
"27308","52","3",".91"
"27309","57","3","1.41"
"27310","32","2",".22"
"27311","53","3","1.06"
"27312","49","3",".89"
"27313","35","2",".24"
"27314","36","2",".35"
"27315","37","2",".34"
"27316","46","3",".77"
"27317","82","5","5.45"
"27318","87","6","5.88"
"27319","83","7","6.15"
"27320","85","6","6.07"
"27321","62","4","1.608"
"27322","59","3","1.476"
"27323","51","3","1.061"
"27324","54","3","1.37"
"27325","45","3",".618"
"27326","49","3",".829"
"27327","19","1",".046"
"27328","42","3",".565"
"27329","64","4","2.22"
"27330","73","5","3.37"
"27331","51","3","1.18"
"27332","49","3",".892"
"27333","64","4","1.68"
"27334","66","4","2.34"
"27335","47","3",".78"
"27336","50","3","1.1"
"27337","65","4","2.5"
"27338","54","3",NA
"27339","51","3","1.086"
"27340","52","3",NA
"27341","35","2",NA
"27342","34","2",".22"
"27343","24","1",".1"
"27344","26","1",".13"
"27345","41","2",".508"
"27346","43","3",".56"
"27347","54","3","1.26"
"27348","43","3",".59"
"27349","52","3","1.03"
"27350","49","3","1.02"
"27351","35","2",".282"
"27352","48","3",".85"
"27353","62","4",NA
"27354","37","2",".32"
"27355","46","3",".61"
"27356","52","3","1.15"
"27357","46","3",".67"
"27358","46","3",".65"
"27359","44","3",".82"
"27360","37","2",".369"
"27361","50","3","1.056"
"27362","46","3",NA
"27363","37","2",".346"
"27364","53","3","1.028"
"27365","43","3",".737"
"27366","24","1",".09"
"27367","29","1",".18"
"27368","25","1",".095"
"27369","44","2",".636"
"27370","37","2",".369"
"27371","31","1",".197"
"27372","41","2",".541"
"27373","39","2",".401"
"27374","23",NA,".09"
"27375","34","2",".26"
"27376","23","1",".09"
"27377","32","2",".21"
"27378","24","1",".07"
"27379","41","2",".61"
"27380","46",NA,".75"
"27381","43","3",".57"
"27382","37","2",".35"
"27383","54","3","1.39"
"27384","41","2",".58"
"27385","40",NA,".5"
"27386","37","2",".36"
"27387","57",NA,"1.31"
"27388","57","3",NA
"27389","60","4",NA
"27390","69","4",NA
"27391","37","2",NA
"27392","39","2",NA
"27393","45","3",NA
"27394","47","3",NA
"27395","48","3",NA
"27396","52","3",NA
"27397","55","3",NA
"27398","56","3",NA
"27399","57","3",NA
"27400","94","6",NA
"27401","45","3",NA
"27402","47","3",NA
"27403","48","3",NA
"27404","52","3",NA
"27405","55","3",NA
"27406","61","3",NA
"27407","35","2",NA
"27408","40","2",NA
"27409","40","2",NA
"27410","44","3",NA
"27411","51","3",NA
"27412","52","3",NA
"27413","52","3",NA
"27414","53","3",NA
"27415","54","3",NA
"27416","55","3",NA
"27417","60","4",NA
"27418","62","4",NA
"27419","44","3",NA
"27420","51","3",NA
"27421","46","3",NA
"27422","46","3",NA
"27423","36","2",NA
"27424","25","1",NA
"27425","31","2",NA
"27426","33","2",NA
"27427","34","2",NA
"27428","35","2",NA
"27429","31","2",NA
"27430","40","2",NA
"27431","38","2",NA
"27432","44","3",NA
"27433","32","2",NA
"27434","49","3",NA
"27435","50","3",NA
"27436","55","3",NA
"27437","72","4",NA
"27438","21","1",NA
"27439","21","1",NA
"27440","28","2",NA
"27441","22","1",NA
"27442","24","1",NA
"27443","23","1",NA
"27444","35","2",NA
"27445","35","2",NA
"27446","38","2",NA
"27447","38","2",NA
"27448","57","3",NA
"27449","30","2",NA
"27450","33","1",NA
"27451","34","1",NA
"27452","35","2",NA
"27453","45","3",NA
"27454","54","4",NA
"27455","56","3",NA
"27456","56","3",NA
"27457","61","4",NA
"27458","73","5",NA
"27459","50","3",NA
"27460","50","3",NA
"27461","54","3",NA
"27462","56","3",NA
"27463","56","3",NA
"27464","58","3",NA
"27465","59","4",NA
"27466","88","7",NA
"27467","63","4",NA
"27468","60","4",NA
"27469","43","3",NA
"27470","37","2",NA
"27471","47","3",NA
"27472","49","3",NA
"27473","34","2",NA
"27474","77","5",NA
"27475","56","4",NA
"27476","61","4",NA
"27477","57","3",NA
"27478","49","3",NA
"27479","57","3",NA
"27480","54","3",NA
"27481","58","3",NA
"27482","61","4",NA
"27483","46","3",NA
"27484","35","2",NA
"27485","57","4",NA
"27486","56","3",NA
"27487","35","2",NA
"27488","74","4",NA
"27489","44","3",NA
"27490","66","4",NA
"27491","54","3",NA
"27492","44","3",NA
"27493","54","3",NA
"27494","28","1",NA
"27495","43","3",NA
"27496","32","2",NA
"27497","35","2",NA
"27498","39","2",NA
"27499","50","3",NA
"27500","51","3",NA
"27501","19","0",NA
"27502","42","3",NA
"27503","38","2",NA
"27504","39","2",NA
"27505","38","2",NA
"27506","41","2",NA
"27507","44","3",NA
"27508","39","2",NA
"27509","45","3",NA
"27510","40","2",NA
"27511","39","2",NA
"27512","44","2",NA
"27513","36","2",NA
"27514","27","1",NA
"27515","41","2",NA
"27516","27","1",NA
"27517","26","1",NA
"27518","25","1",NA
"27519","47","3",NA
"27520","44","3",NA
"27521","41","2",NA
"27522","42","3",NA
"27523","35","2",NA
"27524","41","2",NA
"27525","40","2",NA
"27526","42","2",NA
"27527","42","2",NA
"27528","39","2",NA
"27529","42","2",NA
"27530","34","2",NA
"27531","47","3",NA
"27532","42","2",NA
"27533","41","2",NA
"27534","55","3",NA
"27535","51","3",NA
"27536","37","2",NA
"27537","38","2",NA
"27538","38","2",NA
"27539","37","2",NA
"27540","37","2",NA
"27541","45","3",NA
"27542","36","2",NA
"27543","64","4",NA
"27544","52","3",NA
"27545","47","3",NA
"27546","41","2",NA
"27547","45","2",NA
"27548","48","3",NA
"27549","41","3",NA
"27550","43","2",NA
"27551","58","3",NA
"27552","37","2",NA
"27553","40","2",NA
"27554","79","6",NA
"27555","41","2",NA
"27556","44","3",NA
"27557","50","3",NA
"27558","49","3",NA
"27559","57","3",NA
"27560","46","3",NA
"27561","44","2",NA
"27562","43","2",NA
"27563","44","2",NA
"27564","21","1",NA
"27565","32","2",NA
"27566","35","2",NA
"27567","21","1",NA
"27568","36","2",NA
"27569","34","2",NA
"27570","29","1",NA
"27571","44","3",NA
"27572","44","2",NA
